"class_name","class_type","hyperlink","freigabe","belegpflicht","lang","start_date","end_date","max_part","start_time","end_time","week_day","rhythm","parallel","lecturer","room","floor","address","building","facility","txt"
Zweit- und Fremdspracherwerb,Seminar,,N,,deutsch,,,,"14:00","16:00",Donnerstag,wöchentlich,wöchentlich,Pia Linscheid,Seminarraum 1.401,"4. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V),"<p>Das hybride Seminar vermittelt grundlegende Erkenntnisse &uuml;ber die Faktoren, die einen Einfluss auf den Zweit- und Fremdspracherwerb des Deutschen vor dem Hintergrund lebensweltlicher, migrationsbedingter Mehrsprachigkeit haben k&ouml;nnen. Beleuchtet werden lernerexterne Einflussfaktoren auf den Spracherwerb (Quantit&auml;t und Qualit&auml;t von Input und Interaktion, Erwerbskontext (ungesteuert/gesteuert, innerhalb und au&szlig;erhalb der zielsprachlichen Umgebung) und soziale Faktoren (Sprachprestige, sozio&ouml;konomischer Status)) sowie lernerinterne Faktoren (bereits erworbene Sprachen (Kompetenzen, Transfer), Alter, individuelle kognitive und affektive Faktoren).</p>
<p>Dabei werden die Studierenden sich in assistierter Gruppenarbeit mit einem Einflussfaktor vertiefend besch&auml;ftigen und ihre Arbeit im Plenum pr&auml;sentieren. Ziel ist es, angehende DaZ/DaF-Lehrende im Umgang mit wissenschaftlichen Texten aus der Spracherwerbsforschung zu schulen und ihnen dadurch empirisch fundierte Grundlagen f&uuml;r spracherwerbskompatible didaktische Entscheidungen zu vermitteln.</p>"
"BA-, MA- und Doktoranden Kolloquium Mikrosoziologie",Kolloquium,,N,,deutsch-englisch,2022-04-25,,,"10:00","14:00",Montag,"14tgl.","14tgl.",Anette Fasang,Seminarraum 001,EG                       ,Universitätsstraße 3b                             ,Institutsgebäude,Technische Abteilung (V),<p>Das Kolloquium beginnt ab der zweiten Woche am 19.4.2021 und dann im 14t&auml;gigen Rhythmus.</p>
"Kolloquium Mehrsprachigkeit, Sprachkontakt, Sprachvariation",Kolloquium,,N,,deutsch,,,,"16:00","18:00",Donnerstag,wöchentlich,wöchentlich,Heike Wiese,Seminarraum 3.103,"1. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V),"<p>Das Kolloquium dient der Entwicklung, Bearbeitung und Diskussion von Forschungs- und Qualifikationsarbeiten (Master, Promotion) zu Themen aus den Bereichen Mehrsprachigkeit, Sprachkontakt und Sprachvariation. Neben eingeladenen Vortr&auml;gen werden eigene Arbeiten in unterschiedlichen Stadien der Fertigstellung pr&auml;sentiert und zur Diskussion gestellt.</p>"
BA/MA- und Doktorandenkolloquium Allgemeine Soziologie und Kultursoziologie,Kolloquium,,J,,deutsch,,,,"18:00","20:00",Montag,wöchentlich,wöchentlich,Hilmar Schäfer,Seminarraum 003,EG                       ,Universitätsstraße 3b                             ,Institutsgebäude,Technische Abteilung (V),"<p>Das Kolloquium dient der Vorbereitung und Begleitung von Abschlussarbeiten (BA oder MA), die am Lehrbereich Allgemeine Soziologie und Kultursoziologie verfasst werden. Die Teilnehmer*innen k&ouml;nnen hier ihre Themen vorstellen und Expos&eacute;s ausarbeiten. Bitte nehmen Sie unbedingt vor Anmeldung mit dem Dozenten Kontakt auf, um abzusprechen, ob Ihre Arbeit betreut werden kann!</p>"
"BA-, MA- und Doktorandenkolloquium Politisches System der Bundesrepublik Deutschland",Kolloquium,,N,,deutsch,,,,"16:00","18:00",Montag,wöchentlich,wöchentlich,Jochen Müller,Seminarraum 005,EG                       ,Universitätsstraße 3b                             ,Institutsgebäude,Technische Abteilung (V),"<p>Das Kolloquium dient der Vorbereitung, Pr&auml;sentation und Diskussion von Abschlussarbeiten, die am Lehrbereich Innenpolitik der Bundesrepublik Deutschland betreut werden. Dabei interessieren wir uns vor allem f&uuml;r Wahlen, Parteien und Parlamente &ndash; auch au&szlig;erhalb Deutschlands.</p>
<p>Behandelt werden zudem aktuelle Beitr&auml;ge aus der Forschung und grunds&auml;tzliche methodische &Uuml;berlegungen. Schwerpunkte werden entlang der Interessen der Teilnehmenden gesetzt und zu Beginn des Semesters gemeinsam erarbeitet.</p>
<p>&nbsp;</p>
<p>&nbsp;</p>"
Masterkolloquium,Colloquium,,N,,englisch,2022-04-20,2022-07-20,,"16:00","18:00",Mittwoch,wöchentlich,wöchentlich,Tomás Kos,Übungsraum 0122-23,"1. OG                    ",Hausvogteiplatz 5-7                               ,Institutsgebäude,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Anglistik und Amerikanistik","<p>Das Kolloquium findet in Pr&auml;senz statt und wird &uuml;ber einen Moodlekurs organisiert, in dem ihr euch bitte eintragt, auch wenn ihr noch nicht sicher seid, ob ihr wirklich dieses Semester vorstellen wollt/ k&ouml;nnt. Der Kurs hei&szlig;t ""Masterkolloquium SoSe 22"" (Kursnr. &bdquo;51739 (SoSe2022) &ndash; Kol&ldquo;) und ist folgenderma&szlig;en zu finden:</p>
<p>Kurse suchen &gt; Philosophische Fakult&auml;t &gt; Institut&nbsp; f&uuml;r Europ&auml;ische Ethnologie &gt; Sommersemester 2022. Das Passwort lautet: abschluss</p>
<p>Im Moodlekurs findet ihr im ersten Abschnitt bereits Folien mit den grundlegenden Infos zur Organisation der Masterarbeit und des Kolloquiums. Bitte lest euch diese genau durch.</p>
<ul>
<li>Verpflichtende Vorbesprechung zu allen organisatorischen Fragen und einer ersten Zuordnung der Termine ist am 22.3.22, 13:00 auf Zoom. Den Link findet ihr im Moodlekurs.</li>
<li>Beginn des Kolloquiums: 19.04.2022 ab dann jeden Dienstag um 13:00 s.t. Pro Termin sind zwei Pr&auml;sentationen m&ouml;glich.</li>
</ul>
<p><strong>Vergabe von Pr&auml;sentationsterminen</strong></p>
<p>Eine Pr&auml;sentation ist dann sinnvoll, wenn ihr ein konkretes Thema habt, dieses theoretisch durchdacht habt und evtl. kurz vor der Feldforschung steht, bzw. erste Daten habt. Dann ist (meistens) der Zeitpunkt, an dem eure Arbeit schon konkret genug ist, um Feedback zu bekommen, und noch offen genug, um dieses auch zu beherzigen.</p>
<p>Diejenigen von euch, die in den letzten Semestern teilgenommen haben, aber aus unterschiedlichen Gr&uuml;nden dann doch nicht pr&auml;sentieren konnten, m&ouml;chte ich bitten, sich f&uuml;r die fr&uuml;heren Termine im Semester zu melden, da ihr mutma&szlig;lich schon etwas fortgeschrittener mit eurer Arbeit seid.</p>
<p>Wer pr&auml;sentieren m&ouml;chte, schickt mir bitte m&ouml;glichst zeitnah eine Mail mit folgenden Angaben und meldet sich in Agnes an.</p>
<ul>
<li>Name</li>
<li>Thema/Arbeitstitel</li>
<li>gew&uuml;nschter Pr&auml;sentationszeitraum (bitte m&ouml;glichst mehrere Termine) sowie Termine, an denen ihr definitiv nicht k&ouml;nnt. Die Termine sind im Moodlekurs gelistet</li>
<li>Betreuer*in (Erstbetreuung bitte vor dem Kolloquium, bis sp&auml;testens 15.04.22 kl&auml;ren)</li>
<li>geplantes Abgabedatum (falls bereits angemeldet bzw. ungef&auml;hr geplant)</li>
</ul>
<p><strong>Format</strong></p>
<ul>
<li>Pro Session stehen zwei Arbeiten zur Diskussion</li>
<li>Statt&nbsp;einer face-to-face Pr&auml;sentation wird ein verschriftlichtes Manuskript bei Moodle hochgeladen (Umfang von 1500-1800 Worten)</li>
<li>Alle Teilnehmer*innen arbeiten selbstst&auml;ndig die f&uuml;r die Sitzung hochgeladenen Manuskripte durch</li>
<li>Pro Person gibt es dann ca. 3 Minuten eine kurze Vorstellung und 20-25 Minuten Diskussion in Anwesenheit der Lehrenden.</li>
<li>Weiteres Feedback erfolgt ggf. via Etherpad in der jeweiligen Sitzung</li>
</ul>
<p>&nbsp;</p>
<p>Bei Fragen wendet euch an mich: anja.klein@hu-berlin.de</p>"
Masterkolloquium,Kolloquium,,N,,deutsch,,,,"14:00","18:00",Montag,"14tgl./2","14tgl./2",Stefanie Schnurbein,Besprechungsraum 3.231,"2. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,"Sprach- und literaturwissenschaftliche Fakultät, Nordeuropa-Institut","<p>Das Kolloquium findet in Pr&auml;senz statt und wird &uuml;ber einen Moodlekurs organisiert, in dem ihr euch bitte eintragt, auch wenn ihr noch nicht sicher seid, ob ihr wirklich dieses Semester vorstellen wollt/ k&ouml;nnt. Der Kurs hei&szlig;t ""Masterkolloquium SoSe 22"" (Kursnr. &bdquo;51739 (SoSe2022) &ndash; Kol&ldquo;) und ist folgenderma&szlig;en zu finden:</p>
<p>Kurse suchen &gt; Philosophische Fakult&auml;t &gt; Institut&nbsp; f&uuml;r Europ&auml;ische Ethnologie &gt; Sommersemester 2022. Das Passwort lautet: abschluss</p>
<p>Im Moodlekurs findet ihr im ersten Abschnitt bereits Folien mit den grundlegenden Infos zur Organisation der Masterarbeit und des Kolloquiums. Bitte lest euch diese genau durch.</p>
<ul>
<li>Verpflichtende Vorbesprechung zu allen organisatorischen Fragen und einer ersten Zuordnung der Termine ist am 22.3.22, 13:00 auf Zoom. Den Link findet ihr im Moodlekurs.</li>
<li>Beginn des Kolloquiums: 19.04.2022 ab dann jeden Dienstag um 13:00 s.t. Pro Termin sind zwei Pr&auml;sentationen m&ouml;glich.</li>
</ul>
<p><strong>Vergabe von Pr&auml;sentationsterminen</strong></p>
<p>Eine Pr&auml;sentation ist dann sinnvoll, wenn ihr ein konkretes Thema habt, dieses theoretisch durchdacht habt und evtl. kurz vor der Feldforschung steht, bzw. erste Daten habt. Dann ist (meistens) der Zeitpunkt, an dem eure Arbeit schon konkret genug ist, um Feedback zu bekommen, und noch offen genug, um dieses auch zu beherzigen.</p>
<p>Diejenigen von euch, die in den letzten Semestern teilgenommen haben, aber aus unterschiedlichen Gr&uuml;nden dann doch nicht pr&auml;sentieren konnten, m&ouml;chte ich bitten, sich f&uuml;r die fr&uuml;heren Termine im Semester zu melden, da ihr mutma&szlig;lich schon etwas fortgeschrittener mit eurer Arbeit seid.</p>
<p>Wer pr&auml;sentieren m&ouml;chte, schickt mir bitte m&ouml;glichst zeitnah eine Mail mit folgenden Angaben und meldet sich in Agnes an.</p>
<ul>
<li>Name</li>
<li>Thema/Arbeitstitel</li>
<li>gew&uuml;nschter Pr&auml;sentationszeitraum (bitte m&ouml;glichst mehrere Termine) sowie Termine, an denen ihr definitiv nicht k&ouml;nnt. Die Termine sind im Moodlekurs gelistet</li>
<li>Betreuer*in (Erstbetreuung bitte vor dem Kolloquium, bis sp&auml;testens 15.04.22 kl&auml;ren)</li>
<li>geplantes Abgabedatum (falls bereits angemeldet bzw. ungef&auml;hr geplant)</li>
</ul>
<p><strong>Format</strong></p>
<ul>
<li>Pro Session stehen zwei Arbeiten zur Diskussion</li>
<li>Statt&nbsp;einer face-to-face Pr&auml;sentation wird ein verschriftlichtes Manuskript bei Moodle hochgeladen (Umfang von 1500-1800 Worten)</li>
<li>Alle Teilnehmer*innen arbeiten selbstst&auml;ndig die f&uuml;r die Sitzung hochgeladenen Manuskripte durch</li>
<li>Pro Person gibt es dann ca. 3 Minuten eine kurze Vorstellung und 20-25 Minuten Diskussion in Anwesenheit der Lehrenden.</li>
<li>Weiteres Feedback erfolgt ggf. via Etherpad in der jeweiligen Sitzung</li>
</ul>
<p>&nbsp;</p>
<p>Bei Fragen wendet euch an mich: anja.klein@hu-berlin.de</p>"
Kolloquium für Bachelorarbeiten Französisch/Italienisch (Literaturwissenschaft),Kolloquium,,N,,deutsch,,,,"16:00","18:00",Dienstag,"14tgl.","14tgl.",Marie Guthmüller,Sprachlabor 434,"4. OG                    ",Dorotheenstraße 65                                ,Boeckh-Haus,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Romanistik","<p>Das Kolloquium richtet sich an Studierende, die im Sommersemester und in der darauf folgenden vorlesungsfreien Zeit eine literaturwissenschaftliche Bachelorarbeiten schreiben und diese vor Beginn des Wintersemesters einreichen wollen. Die Teilnehmer*innen sollten bereits erste Ideen haben, wozu sie arbeiten m&ouml;chten. Wir werden im Kolloquium nach einer kurzen Einf&uuml;hrung ins wissenschaftliche Arbeiten inhaltliche und methodische Vorschl&auml;ge f&uuml;r literatur- und kulturwissenschaftliche Bachelorarbeiten besprechen, an der Entwicklung von Forschungsfragen arbeiten, Expos&eacute;s und Textanalysen diskutieren sowie methodische und formale Fragen kl&auml;ren. Die Veranstaltung findet vierzehnt&auml;gig statt.</p>"
"BA-, MA-, PhD-Kolloquium Stadt- und Regionalsoziologie",Kolloquium,,N,,deutsch,2022-04-25,2022-07-22,,"16:00","18:00",Montag,wöchentlich,wöchentlich,Talja Blokland,Seminarraum 002,EG                       ,Universitätsstraße 3b                             ,Institutsgebäude,Technische Abteilung (V),"<p>Das Kolloquium zu den Abschlussarbeiten im Lehrbereich Stadt- und Regionalsoziologie. Teilnehmen d&uuml;rfen alle Studierenden, die bei Prof. Blokland schon ein Expos&eacute; zu ihrer Abschlussarbeit abgegeben haben und die Zusage erhalten haben, dass Prof. Blokland die Arbeit betreuen und begutachten wird. Eine Teilnahme ist nach erstmaliger Teilnahme f&uuml;r alle Veranstaltungen verpflichtend. Zu Pr&uuml;fungen im Lehrbereich bitte auf der Homepage informieren.</p>
<p>&nbsp;</p>"
Masterkolloquium,Colloquium,,N,,englisch,2022-04-20,2022-07-20,,"16:00","18:00",Mittwoch,wöchentlich,wöchentlich,Tomás Kos,Übungsraum 0122-23,"1. OG                    ",Hausvogteiplatz 5-7                               ,Institutsgebäude,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Anglistik und Amerikanistik","<p>Das Masterkolloquium ist f&uuml;r Studierende ab dem 4. Fachsemester vorgesehen und kann bei vorliegender Zulassungsvoraussetzung f&uuml;r das Modul 7 belegt werden. Die Veranstaltung wendet sich an Studierende, die ihre Masterarbeit im Bereich Fachdidaktik Englisch anfertigen und vorzugsweise im laufenden Semester vorbereiten k&ouml;nnen. Bei &Uuml;bernachfrage wird solchen Studierenden eine Platzpriorit&auml;t einger&auml;umt. Eine Platzgarantie kann nicht gew&auml;hrt werden.</p>
<p>Die Sitzungen finden prinzipiell digital statt, aber abh&auml;ngig von der Pandemiesituation k&ouml;nnen Sitzungen auch in Pr&auml;senz stattfinden. Ein 14-t&auml;giger Sitzungsrhythmus mit asynchronen Studienanteilen ist m&ouml;glich.</p>
<p>Im Kolloquium wird der Prozess eines fremdsprachendidaktischen Forschungsprojektes systematisch erarbeitet und individuell begleitet. Zudem werden Grundlagen fremdsprachendidaktischer Forschung (Forschungsfelder und Methoden, Darstellung von Forschungsergebnissen) thematisiert.</p>
<p>Das Kolloquium zielt auf die Erstellung eines vollst&auml;ndigen Forschungsexpos&eacute;s (<em>research proposal</em>) ab, auf dessen Grundlage die Masterarbeit beim Pr&uuml;fungsb&uuml;ro angemeldet werden kann.</p>
<p>Die Arbeitsanforderungen an Studierende sind neben der regelm&auml;&szlig;igen Teilnahme die kontinuierliche Weiterentwicklung eines eigenen Forschungsprojekts sowie die Aufarbeitung und Vorstellung von forschungsbezogener Literatur.</p>
<p>&nbsp;</p>"
Masterkolloquium,Kolloquium,,N,,deutsch,,,,"14:00","18:00",Montag,"14tgl./2","14tgl./2",Stefanie Schnurbein,Besprechungsraum 3.231,"2. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,"Sprach- und literaturwissenschaftliche Fakultät, Nordeuropa-Institut","<p>Das Masterkolloquium ist f&uuml;r Studierende ab dem 4. Fachsemester vorgesehen und kann bei vorliegender Zulassungsvoraussetzung f&uuml;r das Modul 7 belegt werden. Die Veranstaltung wendet sich an Studierende, die ihre Masterarbeit im Bereich Fachdidaktik Englisch anfertigen und vorzugsweise im laufenden Semester vorbereiten k&ouml;nnen. Bei &Uuml;bernachfrage wird solchen Studierenden eine Platzpriorit&auml;t einger&auml;umt. Eine Platzgarantie kann nicht gew&auml;hrt werden.</p>
<p>Die Sitzungen finden prinzipiell digital statt, aber abh&auml;ngig von der Pandemiesituation k&ouml;nnen Sitzungen auch in Pr&auml;senz stattfinden. Ein 14-t&auml;giger Sitzungsrhythmus mit asynchronen Studienanteilen ist m&ouml;glich.</p>
<p>Im Kolloquium wird der Prozess eines fremdsprachendidaktischen Forschungsprojektes systematisch erarbeitet und individuell begleitet. Zudem werden Grundlagen fremdsprachendidaktischer Forschung (Forschungsfelder und Methoden, Darstellung von Forschungsergebnissen) thematisiert.</p>
<p>Das Kolloquium zielt auf die Erstellung eines vollst&auml;ndigen Forschungsexpos&eacute;s (<em>research proposal</em>) ab, auf dessen Grundlage die Masterarbeit beim Pr&uuml;fungsb&uuml;ro angemeldet werden kann.</p>
<p>Die Arbeitsanforderungen an Studierende sind neben der regelm&auml;&szlig;igen Teilnahme die kontinuierliche Weiterentwicklung eines eigenen Forschungsprojekts sowie die Aufarbeitung und Vorstellung von forschungsbezogener Literatur.</p>
<p>&nbsp;</p>"
Mapping social inequalities: Introduction to GIS software and spatial data,Seminar,,N,,deutsch,,,,"12:00","14:00",Freitag,wöchentlich,wöchentlich,Robert George Vief,PC-Pool 217,"2. OG                    ",Universitätsstraße 3b                             ,Institutsgebäude,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sozialwissenschaften","<p>Das Methoden-Proseminar &bdquo;Mapping social inequalities: Introduction to GIS software and spatial data&ldquo; soll Studierenden einen grundlegenden &Uuml;berblick &uuml;ber r&auml;umliche Daten und deren Analyse- und Visualisierungsm&ouml;glichkeiten (mapping) vermitteln. Der Fokus liegt hierbei auf der gemeinsamen Erarbeitung von Kartierungskenntnissen in Geoinformationssystemen (GIS), in diesem Kurs vordergr&uuml;ndig die Software ArcGIS (sowie am Rande auch QGIS). Zu einem sp&auml;teren Zeitpunkt im Kurs werden wir uns auch den grundlegenden M&ouml;glichkeiten der Visualisierung von r&auml;umlichen Daten in R und Stata zuwenden.</p>
<p>R&auml;umlich referenzierte Daten werden vor allem in anderen Wissenschaftsdisziplinen verwendet (bspw. Geographie, Stadt- und Regionalplanung, u.a.), die oft Fragen r&auml;umlicher sozialer Ungleichheiten ausblenden oder nur unzureichend behandeln. Dieser Kurs soll einen kritischen Blick auf die Potentiale r&auml;umlicher Daten und deren Analyse- und Visualisierungsm&ouml;glichkeiten aus sozialwissenschaftlicher Perspektive bieten. Wir werden gemeinsam einen &Uuml;berblick &uuml;ber die wichtigsten Grundlagen von Kartierungen erarbeiten, die ihr als Kursteilnehmer:innen auch praktisch in GIS in kleinen &Uuml;bungs-Kartenprojekten umsetzen m&uuml;sst &ndash; und welche Kriterien eine gelungene Karte aus sozialwissenschaftlicher Sicht auszeichnen. Beispiele der Anwendungen wird es mit explizit stadtbezogenen Fragestellungen (Ressourcen in der Stadt (Schulen, Nahverkehr, Infrastrukturen), Wohndaten, sozio-&ouml;konomischen Indikatoren) sowie landesspezifische demographische Trends aus Deutschland und den USA (Mortalit&auml;t, Kriminalit&auml;t, Fertilit&auml;t, Migration) geben. Der Fokus des Kurses liegt in der georeferenziellen Verarbeitung von Vektordaten (Punkte, Linien und Polygone) und nicht von Rasterdaten. Studierende k&ouml;nnen auch eigene Projekte und Fragestellungen aus dem Studium mitbringen (m&uuml;ssen aber nicht), die sie im Rahmen des Seminars anhand einer oder mehrerer Karten visualisieren m&ouml;chten. Vorkenntnisse in stadtsoziologischen und demographischen Theorien sind von Vorteil zur Teilnahme am Proseminar, werden jedoch nicht vorausgesetzt.</p>
<p>Kurssprache ist deutsch. Durch die zahlreiche Verwendung von englischer Literatur und Datens&auml;tzen wird eine gute Kenntnis der englischen Sprache jedoch vorausgesetzt. Abgaben k&ouml;nnen in deutscher oder englischer Sprache eingereicht werden. Vorkenntnisse in statistischen Programmen wie Stata oder R sind von Vorteil, aber nicht zwingend notwendig. Vorkenntnisse in ArcGIS werden nicht vorausgesetzt, dieser Kurs bietet explizit eine Einf&uuml;hrung in diese Software.</p>"
