"ueid","insertmark","aikz","eid","txt","hinweis","drucken","belegpflicht","quellid","zeitstempel","headerentry","externid"
219016,,A,,"9.2 z.B. Berufliche (Erst und Wieder-) Eingliederung/ Familien- und Jugendhilfe (SE, WP)",,J,,205881,2021-07-29 14:01:43.592,,
219017,,A,,MED SP M 3 Förderschwerpunkt Sprache (Nicht für Berufsschule!) (33208),,J,,208905,2021-07-29 14:01:43.623,,
219018,,A,,Modul 3: Verdichtungsräume,,J,,208908,2021-07-29 14:01:43.654,,
219019,,A,,"Modul: &#8222;Migration, internationale und transkulturelle Beziehungen / Migration, International and Transcultural Relationships&#8220;",,J,,205880,2021-07-29 14:01:43.686,,
219020,,A,,FM 17: Fish Nutrition (SoSe),,J,,208907,2021-07-29 14:01:43.719,,
219021,,A,,"Kernmodul 2: Disability, Diversity und Gender",,J,,208909,2021-07-29 14:01:43.755,,
219023,,A,,Sehbehindertenpädagogik,,J,,205888,2021-07-29 14:01:43.824,,
219024,,A,,M2a: Thematisch - regionale Geographie - 2. Semester (1. Fach),,J,,205887,2021-07-29 14:01:43.858,,
219025,,A,,FWM E 14: Fischereiliche Betriebslehre (WiSe),,J,,205897,2021-07-29 14:01:43.891,,
219026,,A,,Schwerhörigenpädagogik,,J,,208913,2021-07-29 14:01:43.924,,
219027,,A,,Fachrichtungsübergreifend,,J,,205896,2021-07-29 14:01:43.957,,
219028,,A,,Sprachbehindertenpädagogik,,J,,208912,2021-07-29 14:01:43.989,,
219029,,A,,BA DS 18 A19.3 Grundlagen von Entwicklung und Lernen in der Kindheit und ihre Diagnostik (SE) (5279),,J,,205895,2021-07-29 14:01:44.200,,
219030,,A,,PM 2: Biologie der Pflanzen (WiSe),,J,,208915,2021-07-29 14:01:44.500,,
219031,,A,,Sehbehindertenpädagogik,,J,,208914,2021-07-29 14:01:44.820,,
219032,,A,,Verhaltensgestörtenpädagogik,,J,,205894,2021-07-29 14:01:44.112,,
219033,,A,,Fachlicher Wahlpflichtbereich Zweitfach (10 Punkte),,J,,205893,2021-07-29 14:01:44.140,,
219034,,A,,PM 3.a: Biologie der Tiere (WiSe),,J,,208917,2021-07-29 14:01:44.168,,
219035,,A,,Schwerhörigenpädagogik,,J,,208916,2021-07-29 14:01:44.198,,
219036,,A,,BA DS 18 A19.2 Behinderten- und Sozialrecht: Überblick (VL) (5279),,J,,205891,2021-07-29 14:01:44.230,,
219037,,A,,BA SP 14.8.1 Lernprozessdiagnostik (SE),,J,,208919,2021-07-29 14:01:44.265,,
219038,,A,,MA GSD Stegreifübersetzung (Vom-BlattÜbersetzen) (2249),,J,,208918,2021-07-29 14:01:44.300,,
219039,,A,,BA RP 16.2 Verschiedene Themen (z.B. Empowerment) (SE) (4439),,J,,205890,2021-07-29 14:01:44.335,,
219040,,A,,BA SP GH 5.2 Deutsche Gebärdensprache (SK) (1949),,J,,207600,2021-07-29 14:01:44.369,,
219041,,A,,FM 21: Intensive Warm Water Aquaculture (WiSe),,J,,207601,2021-07-29 14:01:44.395,,
219042,,A,,Blindenpädagogik,,J,,205899,2021-07-29 14:01:44.420,,
219043,,A,,BA DS 18 B20.2 Übersetzungen und Analyse der Texte in verschiedenen Modalitäten und Übersetzungskritik (SE) (5289),,J,,207602,2021-07-29 14:01:44.455,,
220224,,A,,Halbmodul,,J,,209296,2021-07-29 14:02:25.990,,
219044,,A,,Körperbehindertenpädagogik,,J,,205898,2021-07-29 14:01:44.491,,
219045,,A,,FWPM 2: Aktuelle Entwicklungen in der molekularen Genetik und Tierzüchtung (WiSe),,J,,207610,2021-07-29 14:01:44.526,,
219046,,A,,FM 7: Tropical Fish Communities (WiSe),,J,,207611,2021-07-29 14:01:44.561,,
219048,,A,,Forschungskolloquium,,J,,207613,2021-07-29 14:01:44.631,,
219049,,A,,GD: Grundlagen der Geographiedidaktik,,J,,207603,2021-07-29 14:01:44.665,,
219050,,A,,FM 6: Experimental Fish Biology (WiSe),,J,,207604,2021-07-29 14:01:44.697,,
219051,,A,,Blindenpädagogik,,J,,207605,2021-07-29 14:01:44.729,,
219052,,A,,Modul P 3: Dolmetschtechniken und Fachterminologie I,,J,,207606,2021-07-29 14:01:44.761,,
219053,,A,,Perspektiven der Regionalwissenschaften Süd- und Südostasien (Modul 13),,J,,207607,2021-07-29 14:01:44.793,,
219054,,A,,FWM E 5: Anpassung von Kulturpflanzen an ungünstige Standortbedingungen (SoSe),,J,,207608,2021-07-29 14:01:44.826,,
219055,,A,,"BA DS 06 Modul K4 - Körperfunktionen und Körperstrukturen (1848,1849)",,J,,207609,2021-07-29 14:01:44.857,,
219057,,A,,FWM E 38: Studienprojekt (WiSe),,J,,207621,2021-07-29 14:01:44.922,,
219058,,A,,Berufsfeldorientierung,,J,,207622,2021-07-29 14:01:44.956,,
219059,,A,,BA DS 06 Modul Z2 - Vertiefung der deutschen Gebärdensprache,,J,,207623,2021-07-29 14:01:44.989,,
219060,,A,,Audiopädagogik,,J,,207624,2021-07-29 14:01:45.230,,
219061,,A,,FWM E 4: Angewandte Phytomedizin (SoSe),,J,,207614,2021-07-29 14:01:45.570,,
219062,,A,,FWM E 34: Reproduktionsbiologie landwirtschaftlicher Nutztiere (WiSe),,J,,207615,2021-07-29 14:01:45.910,,
219063,,A,,Sehbehindertenpädagogik,,J,,207616,2021-07-29 14:01:45.124,,
219064,,A,,Modul 6 - Kommunikation und Sprache,,J,,207617,2021-07-29 14:01:45.158,,
219065,,A,,FM 14: Integrative Fisheries Management (WiSe),,J,,207618,2021-07-29 14:01:45.191,,
219066,,A,,"FWM E 38: Stabile Isotope &#8211; Ein universeller Werkzeugkasten für Pflanzenbiologie, Landwirtschaft und Umweltwissenschaften (WiSe)",,J,,207619,2021-07-29 14:01:45.223,,
219067,,A,,Pflichtbereich,,J,,208960,2021-07-29 14:01:45.255,,
219069,,A,,Wintersemester,,J,,208962,2021-07-29 14:01:45.318,,
219070,,A,,Fachlicher Wahlpflichtbereich,,J,,208961,2021-07-29 14:01:45.350,,
219071,,A,,FWPM 5: Pflanzenernährung und Bildung von Ertrag und qualitätsbestimmenden Inhaltsstoffen (SoSe),,J,,206300,2021-07-29 14:01:45.382,,
219072,,A,,Wahlpflicht,,J,,207631,2021-07-29 14:01:45.413,,
219073,,A,,[OBBE 1] Biodiversity and Evolution 1 (Theory),,J,,208964,2021-07-29 14:01:45.445,,
219074,,A,,FWM P 4: Phytosanitäre Strategien im Prozessund Qualitätsmanagement (WiSe),,J,,207632,2021-07-29 14:01:45.478,,
219075,,A,,Sprachliche Heterogenität unter fachrichtungsspezifischen Aspekten,,J,,206301,2021-07-29 14:01:45.512,,
219076,,A,,Modul 12/13: Fachrichtungsspezifische Vertiefung FR I und FR II (Auswahl aus dem fachrichtungsspezifischen Lehrangebot),,J,,206302,2021-07-29 14:01:45.536,,
219077,,A,,Sommersemester,,J,,208963,2021-07-29 14:01:45.565,,
219078,,A,,Blindenpädagogik,,J,,207633,2021-07-29 14:01:45.599,,
219079,,A,,Vertiefungskurs Sprache (Modul 9),,J,,207634,2021-07-29 14:01:45.628,,
219080,,A,,Wintersemester,,J,,208966,2021-07-29 14:01:45.659,,
219081,,A,,Schwerhörigenpädagogik,,J,,206303,2021-07-29 14:01:45.693,,
219083,,A,,[OBBE 14] Communicating Science,,J,,208965,2021-07-29 14:01:45.760,,
219084,,A,,Schwerhörigenpädagogik,,J,,206304,2021-07-29 14:01:45.794,,
219085,,A,,Spezialisierung Gartenbauwissenschaften (mit Lehramtsoption),,J,,207625,2021-07-29 14:01:45.829,,
219087,,A,,"M.Sc. Organismal Biology, Biodiversity and Evolution (SPO 2021)",,J,,208959,2021-07-29 14:01:45.897,,
219088,,A,,Verhaltensgestörtenpädagogik,,J,,207627,2021-07-29 14:01:45.947,,
219089,,A,,"5a.3 Diagnostik, Beratung und Interventionsplanung in der UK (SE)",,J,,207628,2021-07-29 14:01:45.982,,
219091,,A,,Sommersemester,,J,,208971,2021-07-29 14:01:46.490,,
219092,,A,,"BA RP 8.1 Modelle, Perspektiven und Paradigmen der Rehabilitationspädagogik (VL) (2089)",,J,,207640,2021-07-29 14:01:46.810,,
219093,,A,,"[OBBE 5] Evolution, Structure and Function of Land-living Vertebrates",,J,,208970,2021-07-29 14:01:46.113,,
219094,,A,,Modul 1: Studieneingangsphase,,J,,206310,2021-07-29 14:01:46.144,,
219095,,A,,Module 14 Abschlussmodul,,J,,207641,2021-07-29 14:01:46.192,,
219096,,A,,Modul 8: Forschungsmethoden,,J,,206311,2021-07-29 14:01:46.224,,
219097,,A,,"5b.1 Grundlagen der Lese&#8208; und Schreibkompetenz unter erschwerten Bedingungen (SE)",,J,,207642,2021-07-29 14:01:46.255,,
219098,,A,,[OBBE 7] Biodiversity and Evolution 2 (Practice) - Collections,,J,,208972,2021-07-29 14:01:46.288,,
219099,,A,,"5b.2 Diagnostik und Intervention bei Beeinträchtigungen der Literacy (SE)",,J,,207643,2021-07-29 14:01:46.317,,
219100,,A,,[OBBE 9] Marine Biodiversity,,J,,208975,2021-07-29 14:01:46.347,,
219101,,A,,Einführung in die Rehabilitationspädagogik (VL),,J,,206312,2021-07-29 14:01:46.381,,
219102,,A,,Modul 2: Reading American Literature and Culture,,J,,206313,2021-07-29 14:01:46.415,,
219104,,A,,Schulpraktische Studien,,J,,207644,2021-07-29 14:01:46.483,,
219106,,A,,"2.2 Profession und Professionalisierung, Organisationsstrukturen und Organisationsentwicklung; Sozialraumansätze (SE)",,J,,206314,2021-07-29 14:01:46.539,,
219107,,A,,[OBBE 11] Behavioural Physiology,,J,,208977,2021-07-29 14:01:46.572,,
219108,,A,,"1.3 Bildung und Partizipation in verschiedenen Lebenslagen und Lebensphasen (SE)",,J,,206315,2021-07-29 14:01:46.604,,
219109,,A,,[OBBE 10] Plant Systematics and Evolution,,J,,208976,2021-07-29 14:01:46.637,,
219110,,A,,Lernbehindertenpädagogik,,J,,207646,2021-07-29 14:01:46.669,,
219111,,A,,FWM E 37: Standortökologie II (SoSe),,J,,207636,2021-07-29 14:01:46.702,,
219112,,A,,Fachlicher Wahlpflicht-Ergänzungsbereich,,J,,206305,2021-07-29 14:01:46.734,,
219113,,A,,"[OBBE 3] Cognition, Evolution and Behaviour",,J,,208968,2021-07-29 14:01:46.766,,
219114,,A,,BA DS 06 B21.1 Vom-Blatt-Dolmetschen/Übersetzen und Terminologiearbeit (SE),,J,,206306,2021-07-29 14:01:46.798,,
219115,,A,,[OBBE 2] Soil Ecosystems as Biodiversity Hot Spot,,J,,208967,2021-07-29 14:01:46.829,,
219116,,A,,Obligatorisch,,J,,207637,2021-07-29 14:01:46.862,,
219117,,A,,Modul F2.1/2: Einführung in die Klimatologie (Physische Geographie 2) (5 oder 10 LP),,J,,207638,2021-07-29 14:01:46.896,,
219118,,A,,Sehbehindertenpädagogik,,J,,206307,2021-07-29 14:01:46.930,,
219120,,A,,"3.3 Förder-, Leistungs- und Eignungsdiagnostik (SE)",,J,,206308,2021-07-29 14:01:47.900,,
219121,,A,,[OBBE 4] Macroevolution and Biodiversity,,J,,208969,2021-07-29 14:01:47.410,,
219122,,A,,Verhaltensgestörtenpädagogik,,J,,206309,2021-07-29 14:01:47.730,,
219123,,A,,Fachlicher Wahlpflichtbereich,,J,,208980,2021-07-29 14:01:47.105,,
219124,,A,,Modul FW 1.2 - Rehabilitationspädagogische Professionalisierung und Unterrichtsforschung,,J,,207650,2021-07-29 14:01:47.137,,
219125,,A,,Sommersemester,,J,,208982,2021-07-29 14:01:47.168,,
219126,,A,,Wintersemester,,J,,208981,2021-07-29 14:01:47.199,,
219127,,A,,BA DS 18 5.2 Ethnografische Aspekte der Gehörlosengemeinschaften (SE),,J,,206320,2021-07-29 14:01:47.233,,
219209,,A,,CM 4 (D): Crop Quality Assessment (WiSe),,J,,207680,2021-07-29 14:01:50.177,,
219128,,A,,FWM E 40: Technologie der Verarbeitung tierischer Produkte (SoSe),,J,,207651,2021-07-29 14:01:47.267,,
219130,,A,,Sommersemester,,J,,208984,2021-07-29 14:01:47.351,,
219131,,A,,Lernbehindertenpädagogik,,J,,206321,2021-07-29 14:01:47.385,,
219132,,A,,FM 14 (L): Hydroponical Systems in Horticulture (WiSe),,J,,206322,2021-07-29 14:01:47.420,,
219133,,A,,Wintersemester,,J,,208983,2021-07-29 14:01:47.454,,
219134,,A,,Evaluationsforschung und Qualitätssicherung,,J,,207653,2021-07-29 14:01:47.488,,
219135,,A,,Modul B1. Physische Geographie I: Klimageographie und Geomorphologie,,J,,206323,2021-07-29 14:01:47.521,,
219136,,A,,FWM P 2: Klimatologie und Ertragsphysiologie (SoSe),,J,,207654,2021-07-29 14:01:47.547,,
219137,,A,,[QMB 1] Molecular Biology,,J,,208986,2021-07-29 14:01:47.574,,
219138,,A,,Lernbehindertenpädagogik,,J,,206324,2021-07-29 14:01:47.602,,
219139,,A,,Körperbehindertenpädagogik,,J,,207655,2021-07-29 14:01:47.631,,
219140,,A,,BA DS 18 6.1 Vertiefung der ethnografischen und soziologischen Aspekte der Gehörlosengemeinschaften (SE) (5159),,J,,206325,2021-07-29 14:01:47.656,,
219224,,A,,Profilrichtung 3: Nutztierwissenschaften,,J,,207688,2021-07-29 14:01:50.823,,
219141,,A,,[QMB 4] Scientific English for Publications and Presentations,,J,,208988,2021-07-29 14:01:47.681,,
219142,,A,,FWM P 3: Nährstoffressourcen und Schadstoffbelastung in Böden (WiSe),,J,,207656,2021-07-29 14:01:47.711,,
219143,,A,,[QMB 2] Quantitative Molecular Biology,,J,,208987,2021-07-29 14:01:47.743,,
219144,,A,,Kolloquium zum gewählten Fachbereich der Bachelorarbeit,,J,,207657,2021-07-29 14:01:47.768,,
219145,,A,1,Humboldt-Universität zu Berlin,,J,,206326,2021-07-29 14:01:47.802,,
219146,,A,,Pflichtbereich,,J,,208979,2021-07-29 14:01:47.837,,
219147,,A,,"2.1 Politische und rechtliche Grundlagen und Entwicklungen, Interessenvertretung und Partizipation (SE)",,J,,206316,2021-07-29 14:01:47.872,,
219148,,A,,Sprachbehindertenpädagogik,,J,,207647,2021-07-29 14:01:47.907,,
219149,,A,,M.Sc. Quantitative Molecular Biology (SPO 2021),,J,,208978,2021-07-29 14:01:47.942,,
219150,,A,,F1.2: Physische Geographie I: Klimageographie und Geomorphologie (5 Punkte),,J,,207648,2021-07-29 14:01:47.993,,
219151,,A,,Beratung und Kooperation,,J,,206317,2021-07-29 14:01:48.270,,
219152,,A,,Überfachlicher Wahlpflichtbereich,,J,,206318,2021-07-29 14:01:48.600,,
219154,,A,,Modul 3: Intercultural Relations,,J,,206319,2021-07-29 14:01:48.142,,
219155,,A,,[QMB 8] Molecular and Cellular Immunology,,J,,208991,2021-07-29 14:01:48.175,,
219157,,A,,[QMB 7] From Molecules to Compartments,,J,,208990,2021-07-29 14:01:48.241,,
219158,,A,,M.Sc. Biophysics (SPO 2021),,J,,208993,2021-07-29 14:01:48.287,,
219159,,A,,"4.1 Grundlagen von Entwicklung und Lernen",,J,,207661,2021-07-29 14:01:48.338,,
219160,,A,,Sehbehindertenpädagogik,,J,,206330,2021-07-29 14:01:48.372,,
219161,,A,,"M5/M2: Methoden, Medien, Forschung, Kommunikation",,J,,207662,2021-07-29 14:01:48.405,,
219162,,A,,BA DS 18 7.2 Psycholinguistik der Gebärdensprachen (SE) (5169),,J,,206331,2021-07-29 14:01:48.438,,
219163,,A,,[QMB 9] Epigenetics and Developmental Programs,,J,,208992,2021-07-29 14:01:48.472,,
219164,,A,,Fachlicher Wahlpflichtbereich,,J,,208995,2021-07-29 14:01:48.506,,
219165,,A,,Sehbehindertenpädagogik,,J,,207663,2021-07-29 14:01:48.539,,
219166,,A,,Einführung in wissenschaftliches Arbeiten,,J,,206332,2021-07-29 14:01:48.572,,
219168,,A,,Pflichtbereich,,J,,208994,2021-07-29 14:01:48.654,,
219169,,A,,F3.2: Humangeographie I: Gesellschaft und Raum (5 Punkte),,J,,206333,2021-07-29 14:01:48.687,,
219170,,A,,Sommersemester,,J,,208997,2021-07-29 14:01:48.720,,
219171,,A,,Modul 5 - Partizipation und Umwelt,,J,,207665,2021-07-29 14:01:48.753,,
219172,,A,,Lernbehindertenpädagogik,,J,,206334,2021-07-29 14:01:48.782,,
219173,,A,,Modul 7b: Schwerpunkt III: Psychosoziale Beeinträchtigung und Intervention: Arbeitsfelder und Professionalisierung im Kontext erheblicher Beeinträchtigungen der Entwicklung,,J,,206335,2021-07-29 14:01:48.811,,
219174,,A,,Wintersemester,,J,,208996,2021-07-29 14:01:48.846,,
219176,,A,,FW1: Fachwissenschaftliche Kompetenzen,,J,,206336,2021-07-29 14:01:48.916,,
219177,,A,,"1.1/ 2.1/ 2a.1/ 2b.1 Spezifische Aspekte FR I und II/IIa und IIb (SE)",,J,,207667,2021-07-29 14:01:48.950,,
219178,,A,,Modul 6b: Schwerpunkt II : Lebensverkürzende Erkrankung und komplexe Behinderung: Erwachsene und alte Menschen mit lebensverkürzender Erkrankung und komplexer Behinderung,,J,,206337,2021-07-29 14:01:48.985,,
219179,,A,,Wintersemester,,J,,208998,2021-07-29 14:01:49.200,,
219180,,A,,"6.2 Leben mit chronischer Krankheit und Behinderung (SE)",,J,,207668,2021-07-29 14:01:49.550,,
219181,,A,,Wahlpflicht Kernfach ohne Lehramt 30 LP (ab 3. Fachsemester),,J,,207658,2021-07-29 14:01:49.880,,
219182,,A,,MA RP 14 4.2 Forschungsprojekt (2639),,J,,206327,2021-07-29 14:01:49.121,,
219183,,A,,Modul 3: Psychologische Grundlagen,,J,,206328,2021-07-29 14:01:49.154,,
219185,,A,,[QMB 6] Molecular Microbiology,,J,,208989,2021-07-29 14:01:49.239,,
219186,,A,,Sprachbehindertenpädagogik,,J,,206329,2021-07-29 14:01:49.272,,
219188,,A,,Modul 5: Fortgeschrittene Methoden der angewandten Geoinformatik,,J,,206340,2021-07-29 14:01:49.347,,
219189,,A,,Modul 4 - Deutsche Gebärdensprache und kontrastiver Sprachvergleich (DGS III),,J,,207671,2021-07-29 14:01:49.372,,
219190,,A,,Sprachmodul 2 (Modul 5),,J,,207672,2021-07-29 14:01:49.397,,
219191,,A,,Gehörlosenpädagogik,,J,,206341,2021-07-29 14:01:49.425,,
219192,,A,,Modul 1: Inklusion und Partizipation,,J,,206342,2021-07-29 14:01:49.460,,
219193,,A,,Fachlicher Wahlpflichtbereich (40 LP),,J,,207673,2021-07-29 14:01:49.490,,
219194,,A,,Modul 2: Institutionelle und organisatorische Bedingungen der Rehabilitation und Teilhabe,,J,,206343,2021-07-29 14:01:49.517,,
219195,,A,,Lernbehindertenpädagogik,,J,,207674,2021-07-29 14:01:49.548,,
219196,,A,,Modul 9: Vertiefung in den Rehabilitationswissenschaften,,J,,207675,2021-07-29 14:01:49.581,,
219197,,A,,FM 21: International Forest Use and Management (SoSe),,J,,206344,2021-07-29 14:01:49.624,,
219198,,A,,Modul F9: Studienprojekt (10 LP),,J,,207676,2021-07-29 14:01:49.658,,
219199,,A,,"10.1 Grundlagen der Beratung (SE)",,J,,206345,2021-07-29 14:01:49.693,,
219200,,A,,Pflichtbereich,,J,,206346,2021-07-29 14:01:49.732,,
219201,,A,,Modul 4 - Deutsche Gebärdensprache und kontrastiver Sprachvergleich (DGS III),,J,,207677,2021-07-29 14:01:49.808,,
219203,,A,,PM 2: Grundlagen des Prozess- und Qualitätsmanagement in Landwirtschaft und Gartenbau (WiSe),,J,,206347,2021-07-29 14:01:49.970,,
219204,,A,,Grundkurs Sprache (Modul 7),,J,,207679,2021-07-29 14:01:50.500,,
219205,,A,,"1.1 Theorie und Empirie von Inklusion, Exklusion und Partizipation (SE)",,J,,206348,2021-07-29 14:01:50.400,,
219206,,A,,Blinden- und Sehbehindertenpädagogik,,J,,206338,2021-07-29 14:01:50.750,,
219207,,A,,FM 2 (G): Horticultural Outdoor Plant Systems (Decorative Plants II) (SoSe),,J,,207669,2021-07-29 14:01:50.109,,
219208,,A,,Modul 6a: Schwerpunkt II: Lebensverkürzende Erkrankung und komplexe Behinderung: Kinder und Jugendliche mit lebensverkürzender Erkrankung und komplexer Behinderung,,J,,206339,2021-07-29 14:01:50.143,,
220225,,A,,Vollmodul,,J,,209299,2021-07-29 14:02:25.132,,
219211,,A,,Verhaltensgestörtenpädagogik,,J,,206350,2021-07-29 14:01:50.325,,
219212,,A,,"Modul 7a: Schwerpunkt III: Psychosoziale Beeinträchtigung und Intervention: Kinder, Jugendliche und Erwachsene mit psychosozialen Beeinträchtigungen",,J,,206351,2021-07-29 14:01:50.409,,
219213,,A,,Sprachbehindertenpädagogik,,J,,207682,2021-07-29 14:01:50.444,,
219214,,A,,CM 5 (E): Farm Management in the Agricultural and Horticultural Sector (WiSe),,J,,207683,2021-07-29 14:01:50.477,,
219215,,A,,"5a.1 Kommunikationstheoretische Grundlagen der UK (SE)",,J,,206352,2021-07-29 14:01:50.512,,
219216,,A,,Modul 5b: Schwerpunkt I: Kommunikation und Sprache: Literacy,,J,,206353,2021-07-29 14:01:50.547,,
219218,,A,,FD/FW1&FD/FW2: Bewegungslernen im Sportunterricht,,J,,206354,2021-07-29 14:01:50.617,,
219219,,A,,FWM E 1: Problemorientiertes Arbeiten (Brückenmodul) (WiSe + SoSe),,J,,207685,2021-07-29 14:01:50.652,,
219220,,A,,Modul BW II - Schulpraktische Studien,,J,,206355,2021-07-29 14:01:50.687,,
219221,,A,,Aufbaukurs Sprache (Modul 8),,J,,207686,2021-07-29 14:01:50.721,,
219223,,A,,Sprachbehindertenpädagogik,,J,,206356,2021-07-29 14:01:50.791,,
219225,,A,,"1.2 Perspektiven der Disability, Diversity und Gender Studies (SE)",,J,,206357,2021-07-29 14:01:50.856,,
219226,,A,,Wahlpflichtmodule mit Vertiefungsschwerpunkt,,J,,207689,2021-07-29 14:01:50.889,,
219227,,A,,Übungen,,J,,206358,2021-07-29 14:01:50.923,,
219228,,A,,BA DS 18 9.3 Deutsche Gebärdensprache - Rezeption I (SK) (5189),,J,,206359,2021-07-29 14:01:50.956,,
219229,,A,,Bachelor Regionalstudien Asien/Afrika,,J,,206349,2021-07-29 14:01:50.987,,
219231,,A,,Schwerpunkt Naturwissenschaften (Fachlicher Wahlpfichtbereich I: (MA-Nawi I)),,J,,207691,2021-07-29 14:01:51.720,,
219232,,A,,CM 3: Soil and Water Protection (WiSe),,J,,206360,2021-07-29 14:01:51.107,,
219233,,A,,UP-FD1/ UP-FD2: Unterrichtspraktikum Sport,,J,,206361,2021-07-29 14:01:51.142,,
219234,,A,,MA GSD Praktikumsnachbereitung: Professionalisierung und Berufskunde (2299),,J,,207692,2021-07-29 14:01:51.176,,
219235,,A,,International Master in Rural Development,,J,,206362,2021-07-29 14:01:51.211,,
219238,,A,,Schwerhörigenpädagogik,,J,,206363,2021-07-29 14:01:51.313,,
219239,,A,,Modul ME-03: Unterrichtspraktikum im Fach Geschichte,,J,,206364,2021-07-29 14:01:51.344,,
219240,,A,,FWM E 16: Futteranbau und -nutzungssysteme (SoSe),,J,,207695,2021-07-29 14:01:51.376,,
219241,,A,,Modul-Pool II: Politik und Märkte (WiSe),,J,,206365,2021-07-29 14:01:51.408,,
219242,,A,,PM 5: Bodenkunde,,J,,207696,2021-07-29 14:01:51.439,,
219243,,A,,MED SP GH 4.2 Vertiefung (SE),,J,,207697,2021-07-29 14:01:51.471,,
219244,,A,,PM 1: Grundlagen der Merkmalsausprägung (WiSe),,J,,206366,2021-07-29 14:01:51.503,,
219246,,A,,Obligatorisch,,J,,207698,2021-07-29 14:01:51.573,,
219247,,A,,FWM E 29: Ökologischer Obstbau/Wildobst (WiSe),,J,,207699,2021-07-29 14:01:51.607,,
219248,,A,,BA DS 18 4.1 Allgemeine Grundlagen der Fachrichtungen und Querschnittsdisziplinen I (VL) (5139),,J,,206368,2021-07-29 14:01:51.649,,
219249,,A,,Modul 6 - Kommunikation und Sprache,,J,,206369,2021-07-29 14:01:51.684,,
219250,,A,,FM 8: Reproduction of Ornamental Fishes (WiSe),,J,,206370,2021-07-29 14:01:51.717,,
219251,,A,,Ergänzungsbereich,,J,,206371,2021-07-29 14:01:51.751,,
219252,,A,,M 10: Ergänzendes Methodenwissen,,J,,206372,2021-07-29 14:01:51.784,,
219253,,A,,FM 9: Aquatic Microbial Ecology (SoSe),,J,,206373,2021-07-29 14:01:51.818,,
219254,,A,,Lernbehindertenpädagogik,,J,,206374,2021-07-29 14:01:51.850,,
219255,,A,,M.Sc. Prozess- und Qualitätsmanagement in Landwirtschaft und Gartenbau,,J,,206375,2021-07-29 14:01:51.882,,
219256,,A,,FM 4: Environmental and Resource Economics II : Strategies and Policies (SoSe),,J,,206376,2021-07-29 14:01:51.914,,
219257,,A,,FM 19 (N): Methods in Molecular Plant Breeding (SoSe),,J,,206377,2021-07-29 14:01:51.945,,
219258,,A,,Mono-MA Rehabilitationspädagogik (2020),,J,,206378,2021-07-29 14:01:51.978,,
219259,,A,,MED SP M 1/2/2a/2b Förderschwerpunkt Geistige Entwicklung (2362),,J,,206379,2021-07-29 14:01:52.100,,
219260,,A,,Modul BZQ II - Berufsfelderschließendes Praktikum,,J,,206380,2021-07-29 14:01:52.420,,
