"texteid","txt","zeitstempel"
2931,Support of children with low and support of children with particularly good learning prerequisites for the studying area of Mathematics,2010-03-17 19:06:44.324
2932,Theoretical and practical knowledge of project work,2010-03-17 19:08:53.413
2933,Geometry,2010-03-17 19:08:53.434
2934,Theoretical and practical knowledge of project work,2010-03-17 19:08:53.457
2936,Acquisition of scientific and technical decision-making competence of the studying area of local social studies/elementary science I,2010-03-17 19:12:34.862
2937,Acquisition of scientific and technical decision-making competence of the studying area of local social studies/elementary science I,2010-03-17 19:12:34.881
2935,Introduction to the studying area of Mathematics,2010-03-17 19:14:11.447
2945,Preparation for practical training,2010-03-17 19:24:15.298
2059,"Preparation, support and evaluation of the studies project  &quot;learning&quot;",2010-03-17 19:24:15.325
2927,"Ideas of room -  (three dimensional orientation, intellect, volume etc.) and the significance for the development of mathematical competences",2010-03-17 19:03:42.965
2940,Practical training,2010-03-17 19:16:00.351
2941,Practical training,2010-03-17 19:16:00.371
2942,Practical training,2010-03-17 19:16:00.416
2928,The change of childhood,2010-03-17 19:05:07.485
2929,The change of childhood,2010-03-17 19:05:07.506
2930,The change of childhood,2010-03-17 19:05:07.517
2938,Acquisition of culture and social scientific decision-making competence of the studying area of local social studies/elementary science,2010-03-17 19:14:30.780
2939,Acquisition of culture and social scientific decision-making competence of the studying area of local social studies/elementary science,2010-03-17 19:14:30.801
2943,Preparation bachelor thesis,2010-03-17 19:16:25.337
2944,Practical training,2010-03-17 19:17:59.212
1955,"Preparation, support and evaluation of the studies project  &quot;learning&quot;",2010-03-17 19:24:15.269
1949,"Preparation, support and evaluation of the studies project  &quot;learning&quot;",2010-03-17 19:24:15.276
1952,"Preparation, support and evaluation of the studies project  &quot;learning&quot;",2010-03-17 19:24:15.284
2924,"Preparation, support and evaluation of the studies project  &quot;learning&quot;",2010-03-17 19:24:15.291
1950,"Preparation, support and evaluation of the studies project  &quot;learning&quot;",2010-03-17 19:24:15.318
2946,Modul 8: English Linguistics II: Speech and language processes,2010-03-23 17:48:34.986
2947,Germanistic Linguistics,2010-03-23 17:48:36.698
2948,Modul 11: Practical skills,2010-03-23 17:48:37.460
2949,B.A. program GERMAN,2010-03-23 17:48:37.174
2950,Modul 9: Processes of Speech Communication / Compulsory Option Modules,2010-03-23 17:48:37.359
2951,Modul 5: Text and Discourse I,2010-03-23 17:48:38.301
3031,Educational Statistics II,2010-05-17 12:19:50.889
2952,Modul 10: Second-language Acquisition /Compulsory Option Modules,2010-03-23 17:48:38.427
2953,Modul 4: Historical Linguistics,2010-03-23 17:48:38.503
3701,Video possibl.,2010-09-24 06:56:49.630
2954,Modul 11: Language Variations / Compulsory Option Modules,2010-03-23 17:48:38.548
2955,Modul 13: Prakticall skills,2010-03-23 17:48:38.727
2956,Modul 10: German Grammar III,2010-03-23 17:48:38.765
2957,Modul 14: Topics in Indo-European Linguistics,2010-03-23 17:48:38.918
2958,Modul 9: Linguistics Variation / Compulsory Option Modules,2010-03-23 17:48:40.257
2959,Modul 2:  Introduction to Historical Linguistics,2010-03-23 17:48:40.657
2960,B.A. program GERMAN LINGUISTICS,2010-03-23 17:48:40.889
2961,B.A. program HISTORICAL LINGUISTICS,2010-03-23 17:48:40.938
2962,History of German,2010-03-23 17:48:41.120
2963,Modul 11: German from the point of view of Second Language Teaching II,2010-03-23 17:48:41.525
2964,Modul 9: Theoretical Linguistics: Typology,2010-03-23 17:48:41.573
2965,Modul 9: Branches of Indo-European II,2010-03-23 17:48:41.659
2966,Modul 5: History of German I,2010-03-23 17:48:41.696
2967,Modul 12: Branches of Indo-European I,2010-03-23 17:48:41.718
2968,Indo-European Linguistics,2010-03-23 17:48:41.740
2969,Modul 6: German Linguistics III: Research literature,2010-03-23 17:48:41.762
2970,Modul 15: Language and its Theory,2010-03-23 17:48:41.794
2971,Specialization 1:Theoretical and Empirical Aspects of German as a Foreign Language,2010-03-23 17:48:41.834
2972,Specialization 2:Teaching German as a Foreign Language,2010-03-23 17:48:41.882
2973,Modul 6:  Language acquisition and the mental lexicon,2010-03-23 17:48:41.904
2974,Modul 1: Introduction to Linguistics,2010-03-23 17:48:41.950
2975,Modul 9: Branches of Indo-European II,2010-03-23 17:48:41.986
2976,M.A. Program GERMAN AS A FOREIGN LANGUAGE,2010-03-23 17:48:42.370
2977,Modul 11: Theoretical Linguistics II: Typology,2010-03-23 17:48:42.580
2978,Modul 12: Theoretical Linguistics III: Research literature,2010-03-23 17:48:42.800
2979,Modul 13: Language and cognition I: Language acquisition and the mental lexicon,2010-03-23 17:48:42.119
2980,M.A. Program LINGUISTIC,2010-03-23 17:48:42.142
2981,M.A. Program HISTORICAL LINGUISTICS,2010-03-23 17:48:42.508
2982,Modul 3: German from the point of view of Second Language Teaching I,2010-03-23 17:48:42.632
2985,History of German,2010-03-23 17:48:43.309
2986,ERASMUS-Courses,2010-03-23 17:48:43.544
2987,Modul 15: Language and cognition III: Research literature,2010-03-23 17:48:43.566
2988,Modul 2: German from the point of view of  Second Language Learning,2010-03-23 17:48:43.597
2989,Modul 1: Second Language Acquisition Research,2010-03-23 17:48:43.632
2990,Modul 2: Grammatiktheorie I:Representations of linguistic knowledge,2010-03-23 17:48:43.667
2991,Modul 7: Processes in Speech Communication/Compulsory Option Modules,2010-03-23 17:48:43.702
2992,Modul 8: Second Language Acquisition / Compulsory Option Modules,2010-03-23 17:48:43.723
2993,Modul 5: Historical Linguistics,2010-03-23 17:48:43.746
2994,Modul 4: Text and Discourse I,2010-03-23 17:48:43.778
2995,Modul 1: Representations of linguistic knowledge,2010-03-23 17:48:43.911
2996,Modul 7: Grammatiktheorie II: Typology,2010-03-23 17:48:43.946
2997,Modul 3: Linguistic research,2010-03-23 17:48:44.220
2998,&quot;Microsoft ACCESS for database management&quot;,2010-03-23 18:36:35.327
2999,&quot;Microsoft EXCEL for spreadsheets&quot;,2010-03-23 18:36:35.497
3849,Faculty of Theology,2010-11-11 10:38:22.767
3001,&quot;Analysis of current economic events&quot;,2010-03-23 18:36:35.761
3850,Faculty of Theology,2010-11-11 10:38:22.778
3851,Faculty of Economics and Business Administration,2010-11-11 10:38:22.791
3852,Faculty of Economics and Business Administration,2010-11-11 10:38:22.802
3005,&quot;Press and public relations in Science and Academia&quot;,2010-03-23 18:36:36.291
3853,Museum of Natural History,2010-11-11 10:38:22.816
3008,&quot;Rhetoric and communication skills for female students&quot;,2010-03-23 18:36:36.678
3009,&quot;Rhetoric&quot;,2010-03-23 18:36:36.854
15667,"Module 7 Project (2 x 4 CP, + 4 CP with module exam)",2016-02-03 13:12:04.283
3856,Central Institute - Centre for British Studies,2010-11-11 10:38:22.851
3012,&quot;Communication and leadership skills for emerging managers&quot;,2010-03-23 18:36:37.228
3857,Central Unit - Language Centre,2010-11-11 10:38:22.863
3014,&quot;Public speaking 1 - for potential professional speakers&quot;,2010-03-23 18:36:37.707
3015,&quot;Presenting yourself&quot;,2010-03-23 18:36:37.862
3858,Central Unit - Language Centre,2010-11-11 10:38:22.875
19187,"History of Christianity in the 17th and 18th Centuries (GS/HS - 130/131/132/133, 430/431, 631, BA[B/V], MEd C, MRC B3,B3a, MRC-V1a)",2017-12-12 10:54:55.911
3018,Job applications (regular session),2010-03-23 18:36:38.428
3019,Job application training,2010-03-23 18:36:38.592
15668,"Module 8 Free Choice (2 x 4 CP, + 4 CP with module exam)",2016-02-03 13:12:05.690
3021,&quot;Job interviews&quot;,2010-03-23 18:36:39.470
22761,"Introduction to Practical Theology: Religion and Migration from a practical theological perspective (GS &#8211; H 150, 151; MRC B1(6)/ V2d(3)/ B3(2)/ V3a(3)/ V4b(4) 75-ÜWB; BA-BF3)",2020-01-13 11:38:12.701
3025,Primary school as a place for lessons,2010-05-05 11:44:58.296
3860,Institutes within the Humboldt-Universität zu Berlin and Non-affiliated Units,2010-11-11 10:38:22.899
3861,Interdisciplinary Research Centres,2010-11-11 10:38:22.911
4049,Sections,2010-11-11 12:10:23.200
3029,Colloquium of the studying area of mathematics: Identify and promote \t\tmathematically talented primary school children,2010-05-11 13:04:54.942
3030,Educational Statistics II - Practical Exercises,2010-05-17 12:19:50.140
2186,"Exodus Traditions and its Receptions - From the Biblical Text to the Pessach-Haggadah (GS/HS - H, M, L, MRC)",2010-05-19 10:38:34.337
2303,Course: Learning to Teach Religious Education I,2010-05-25 12:06:57.587
2305,Course: Learning to Teach Religious Education II,2010-05-25 12:10:27.899
3032,Basic Course Religious Education II (BA[B]RP; GS - H)),2010-05-25 13:25:37.932
3033,"Introduction to the Hebrew Bible (GS - H, BA[B]AToH/mH)",2010-05-26 11:22:22.280
3034,"Creation in the Ancient Near East and the Hebrew Bible (HS - H, M, BA[V]ATmH - mit Hebräisch)",2010-05-26 11:25:18.961
3035,"The 7th Century. History and Literature of the last Decades of the Kingdom of Judah (HS - H, M, BA[V]ATmH - mit Hebräisch)",2010-05-26 11:26:37.300
19188,"Conversions in Times of the Reformation  (HS - 430/431, MEd C,D, MRC-B3a,V1a)",2017-11-13 10:30:41.797
19194,Studies on the History of Christianity,2017-11-13 12:45:09.167
3037,"Interreligious and Intercultural Learning (HS, H, L, M; MEd: G I; MRC K1, V4a)",2010-05-27 11:09:51.468
3038,"Methods for Interreligious Education (BA[B]RP, MEd: G II, MRC K1)",2010-05-27 11:21:08.419
3039,"Co-operation of Ethics and Religious Education in Berlin (GS/HS - L, H, M; MRC V2e, V4d)",2010-05-27 11:24:57.599
3040,Basic Course Religious Education II (BA[B]RP; GS - H); Mag. Theol. Basismodul PT),2010-05-27 11:32:08.280
3041,"Methods of Religious Education: Learning Circles &quot;Jesus Christus&quot; (BA[B]RP, MEd: G II und B II, GS/HS - H)",2010-05-27 12:03:01.513
3042,Rhetorics for Teacher Students (GS/HS - L; BA[B]RP; MEd G II),2010-05-27 13:40:00.652
3043,"Future as a Topic in Philosophy and Theology (BA[B]RP; MEd: G II; GS/ HS - H, M, L; MRC V4a/b)",2010-05-27 13:42:38.916
19673,Scientific Methods in Biology Education,2018-01-31 15:15:20.246
2176,"Dogmatics II, Man and Salvation (GS/HS-H,M,L, BA[V], MEd BI)",2010-05-31 13:03:45.187
3046,Didactic competences in the area of learning disabilities,2010-06-03 11:15:06.235
4000,Department of Sports Sciences,2010-11-11 11:00:27.914
3047,History of the Orthodox Church in Russia,2010-06-04 07:55:51.730
3340,&quot;Negotiation techniques&quot;,2010-08-11 13:12:54.779
3346,"Lifelong Learning: Empirical Findings, Historical and Contemporary Developments",2010-08-23 11:46:08.714
3347,Programme Planning Activities in Adult Education,2010-08-23 11:46:08.764
3348,Adult Education in former GDR,2010-08-23 11:46:08.778
3052,Educational action and places to learn -  exploring and changing school (preparation),2010-06-07 12:51:36.650
3053,Educational action and places to learn  - school revisited (preparation),2010-06-07 12:51:36.562
3349,Programme Planning Activities - Research on Programme Analysis,2010-08-23 11:46:08.791
3055,Educational action and places to learn - exploring and changing school (preparation),2010-06-07 12:51:37.656
3056,Empirical research in school and instruction,2010-06-07 12:52:03.212
3057,Intercultural Theology and Missiology GS H - BA[B]RW,2010-06-07 13:36:30.452
3058,"Islam and Modernity GS HS H, M MRC-V1b",2010-06-07 13:38:43.510
3059,"Interreligious Hermeneutics: Encounter with Muslims HS H, M MRC-K1",2010-06-07 13:40:43.964
3060,Educational action and places to learn -  exploring and changing school (preparation),2010-06-07 15:05:14.593
3357,"Sociocultural Contexts an Learning Interests: Target Groups, Milieus and Research Perspectives",2010-08-23 11:50:30.229
3062,Educational action and places to learn - The role of the teacher in school and school development (Preparation),2010-06-07 15:18:30.715
3358,Adult Education as a professional Field and its Function concerning Self Enlightenment and Self Limitation,2010-08-23 11:50:52.844
3361,Learning Cultures in Adult Education Institutions: Designing Processes an Analysis,2010-08-23 11:51:51.324
3367,Basics of Special Education,2010-08-31 13:18:58.383
3066,Educational action and places to learn - school revisited (Preparation),2010-06-07 15:30:04.845
3068,Ethical approach to theory and practice of special needs education,2010-06-07 15:36:29.831
3069,Introduction to academic research and writing,2010-06-07 15:49:18.761
3070,Synkretism,2010-06-09 10:35:45.970
3071,"Methods of comparing religions: Africa and Europe (GS - H, BA[B]RW)",2010-06-09 13:15:56.330
3072,"Seminar on Didactics of Religion: Jesus Movies (HS - H, L, MEd: B III)",2010-06-09 13:32:23.561
3073,"Introduction to lutheran theology (GS - H, BA[B]ST)",2010-06-10 11:57:08.937
2263,"History of Monasticism in Eastern Christianity  (GS/HS - H, L, M, BA[B]HTmL, MEd C I, MRC V1a)",2010-06-13 19:24:01.840
3075,Braille II,2010-06-15 15:02:20.924
3076,Foundations of Orientation and Mobility and daily life activities with blind and low individuals,2010-06-15 15:55:23.750
3077,Foundations of Orientation and Mobility and daily life activities with blind and low individuals,2010-06-15 16:04:28.641
3371,Theoretical basic approaches and conceptions in the pedagogic for people with mental disabilities,2010-09-08 10:57:36.287
3374,Learning within working-situations,2010-09-09 19:46:14.533
3079,Introduction to business education and training,2010-06-15 17:28:13.406
3082,Methods and findings of experimental research in vocational education and training,2010-06-15 17:28:14.834
3083,Empirical Research in vocational education and training,2010-06-15 17:28:15.272
3498,no take over,2010-09-23 14:51:38.622
22762,Ethics and Digitalization (HS - H 440/441; MRC-V1e; MEd D),2020-01-13 18:31:51.593
19190,"Martin Bucer and the Strasbourg Reformation (MEd C (Kirche), MRC 11-V1a (Christentum in historischen Kontexten), PO Diplom/1. Theol. Prüfung: GS/HS 235 ( Zustazmodul KG Spezialkenntnisse))",2017-11-13 11:13:49.322
